lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
18,1,139.0,9,20,4,1,0,0,0,1
0,1,106.67,8,22,4,1,2,0,0,1
54,2,149.4,9,25,4,1,2,0,3,1
6,1,154.0,9,9,4,2,2,0,0,0
65,1,79.2,11,26,4,1,2,3,0,1
5,0,125.0,5,15,3,1,2,1,0,1
1,0,114.0,8,10,4,1,1,0,0,1
45,0,101.38,11,1,4,8,2,0,0,0
6,1,121.0,11,16,4,1,0,0,3,1
42,1,98.36,10,26,4,5,2,0,0,1
21,1,99.33,9,29,4,1,0,3,0,1
109,4,131.8,7,8,4,2,0,0,0,1
9,1,75.0,12,10,2,1,0,0,0,1
47,2,87.0,12,24,4,1,0,0,0,1
6,0,116.0,12,10,3,2,0,1,0,1
30,0,88.9,3,4,4,2,0,0,0,1
53,1,75.95,2,20,4,2,2,0,0,1
94,0,90.0,11,4,4,2,1,0,0,0
0,2,67.58,12,21,4,3,0,3,0,1
105,2,119.85,6,11,4,5,2,0,0,1
1,0,99.0,1,4,4,3,1,0,3,1
0,1,67.0,12,19,2,3,1,0,0,1
74,1,89.3,3,10,4,3,0,0,3,1
105,0,90.95,6,26,4,3,2,3,0,1
32,1,135.9,7,3,4,2,2,0,0,1
45,1,108.0,10,11,4,3,0,3,0,1
22,2,239.0,9,16,4,2,0,0,5,1
8,1,91.38,11,23,4,4,0,0,0,1
64,1,109.65,10,15,4,3,2,0,3,1
20,1,109.0,6,13,4,2,1,3,0,1
61,1,90.95,6,12,3,1,2,0,3,1
22,1,87.0,11,14,4,1,2,0,0,1
83,2,122.4,11,4,4,2,1,0,3,1
92,1,89.25,7,15,4,4,0,0,3,0
86,1,104.4,10,26,4,2,0,0,3,0
195,1,94.5,8,13,4,1,2,0,0,1
245,1,81.77,9,15,4,1,0,0,0,0
45,1,116.1,5,21,4,2,2,3,0,1
16,0,77.25,1,18,4,3,1,0,1,1
160,1,76.5,8,5,4,2,0,0,0,1
113,0,132.6,5,25,4,4,0,0,3,0
15,2,148.5,4,7,4,3,1,0,3,1
49,0,69.5,3,5,4,1,2,3,0,1
35,1,82.45,1,29,4,2,1,0,3,1
5,1,72.75,12,24,4,2,0,3,0,1
4,1,103.18,4,21,4,3,2,0,3,1
7,1,201.0,7,29,4,1,0,0,5,1
8,0,95.0,5,12,3,2,0,0,0,1
231,0,86.63,8,11,4,2,0,0,1,0
236,0,89.25,10,3,4,1,0,0,0,0
54,1,75.95,2,8,4,4,1,0,0,1
47,0,163.95,8,23,4,5,1,0,3,1
30,0,81.9,2,13,4,1,0,0,0,0
10,0,89.3,1,14,4,1,0,0,0,1
4,0,0.0,10,13,1,1,0,0,0,1
107,0,81.25,8,17,3,1,0,0,0,1
0,0,144.0,8,11,4,2,0,0,0,1
259,0,89.0,10,5,4,4,0,0,0,0
5,2,0.0,8,24,1,1,0,0,0,1
33,2,75.23,2,8,4,4,1,0,3,1
1,1,0.0,1,8,4,0,0,3,0,1
0,0,77.0,11,14,2,0,1,0,0,1
18,1,169.0,6,30,4,3,0,0,0,1
164,1,108.11,9,17,4,3,2,0,3,0
99,0,80.0,2,19,2,1,0,0,0,0
9,1,160.29,7,14,4,5,2,0,3,1
98,1,90.45,10,30,4,2,2,0,0,1
101,2,94.5,7,15,4,1,0,3,0,1
157,0,94.5,8,3,4,1,0,3,0,0
25,0,60.0,12,27,3,1,0,0,0,1
9,0,156.0,5,5,4,1,0,0,3,0
60,0,167.04,9,6,4,5,2,1,3,1
8,2,0.0,12,9,1,2,0,0,3,1
2,0,175.0,10,10,4,3,1,0,3,1
63,1,73.8,11,3,4,3,0,3,0,1
54,0,125.1,8,26,4,1,0,3,0,0
180,0,89.25,8,2,4,4,0,3,0,0
44,1,82.13,11,21,4,2,1,3,0,1
335,0,55.33,10,13,3,3,0,0,0,1
12,2,80.85,9,9,4,2,0,0,0,1
198,1,136.5,7,30,3,2,2,0,5,0
34,0,144.0,10,5,4,2,0,0,4,1
116,0,96.05,9,18,4,2,1,1,0,0
97,1,76.5,8,19,4,1,0,0,0,1
48,1,118.8,4,10,4,0,2,0,3,1
100,2,130.5,6,28,4,1,0,0,0,0
92,0,95.2,4,6,4,4,0,0,3,0
195,0,75.0,4,10,3,1,2,0,3,1
2,0,81.6,12,17,4,2,2,0,0,1
148,3,118.8,10,4,4,3,0,0,0,1
60,0,94.5,4,17,4,0,1,3,0,1
118,0,86.0,3,1,3,1,0,0,0,1
86,1,107.95,4,17,4,2,2,0,3,1
106,1,76.5,8,13,4,7,2,0,0,1
37,0,89.4,5,7,4,1,0,3,0,1
247,1,67.26,12,24,4,3,2,0,1,1
13,0,85.0,2,4,4,6,2,0,0,0
0,0,0.0,7,12,4,1,0,0,1,1
62,3,126.0,11,19,4,1,2,0,3,1
131,1,86.9,10,21,4,2,2,0,0,1
71,0,75.0,11,25,3,2,0,0,0,1
137,1,145.2,8,13,4,4,2,0,3,1
16,1,135.0,3,9,4,3,0,1,0,1
29,1,102.8,4,16,4,3,2,0,0,1
83,1,96.9,7,24,3,1,2,0,0,1
118,0,159.3,6,2,4,3,0,0,3,0
8,0,124.0,3,11,4,2,1,0,3,0
166,1,94.5,8,6,4,1,2,3,0,1
48,0,80.4,4,24,3,0,1,3,0,1
30,0,89.1,9,25,4,0,2,3,0,0
1,0,12.0,8,22,4,2,2,0,0,0
109,4,105.21,7,6,4,4,2,0,0,1
186,0,72.25,8,16,3,3,0,0,0,1
26,2,123.0,11,17,4,2,0,0,3,1
8,2,90.0,8,26,4,2,0,0,0,1
45,1,128.4,6,8,4,3,0,0,3,1
39,0,120.6,4,20,4,4,1,0,3,0
23,0,85.0,3,2,3,4,0,0,0,1
11,0,75.0,1,15,4,2,1,3,0,1
87,2,80.75,4,9,4,2,2,3,0,1
100,1,86.09,4,8,4,5,2,0,0,1
147,2,111.19,9,8,4,3,1,0,0,1
34,1,102.3,12,27,4,1,2,3,0,1
82,1,112.1,8,14,4,2,2,0,0,1
20,0,76.0,11,1,4,3,0,3,0,1
5,0,65.0,5,9,2,1,1,0,0,1
2,1,134.75,10,4,4,2,0,0,3,1
2,0,65.0,10,2,3,2,1,0,0,1
44,1,125.1,8,22,4,2,1,3,0,1
0,0,121.33,9,3,4,3,0,3,3,1
0,0,138.0,3,31,4,1,0,0,0,1
173,2,130.55,7,23,4,2,2,0,3,0
118,1,114.3,8,11,4,1,0,0,0,1
77,1,105.3,6,26,4,0,1,0,0,0
4,1,111.0,11,13,4,1,2,0,0,1
92,0,90.95,4,7,3,3,1,0,3,1
2,1,59.75,11,27,4,2,1,0,3,1
48,0,94.5,10,25,4,1,2,0,0,0
66,1,231.0,11,17,4,3,0,1,5,0
3,2,194.0,9,22,4,1,0,0,3,1
95,1,38.67,3,22,3,3,0,0,0,1
61,1,120.6,9,6,4,2,0,0,3,0
92,3,113.4,10,3,4,1,1,0,0,1
106,0,79.0,11,6,2,4,2,0,0,0
17,0,85.0,10,9,3,1,2,3,0,1
4,1,133.0,9,20,4,3,2,3,0,1
37,0,94.5,4,23,4,1,1,3,0,1
9,2,90.0,1,27,4,1,0,3,0,1
81,2,125.1,9,3,4,1,2,3,0,1
143,0,106.03,7,13,4,1,0,0,0,1
51,0,119.7,4,27,4,1,0,0,3,0
49,0,112.2,4,10,4,2,2,0,3,0
15,0,145.0,10,6,4,1,0,0,0,0
85,0,124.53,4,19,4,4,0,0,3,0
45,2,96.3,10,30,4,2,0,0,0,1
19,1,139.0,9,23,4,2,1,0,0,1
0,0,79.0,1,11,2,0,1,0,0,1
99,1,94.35,6,27,4,4,1,3,0,1
204,2,80.75,9,3,3,2,2,0,0,1
52,1,108.0,8,29,4,2,1,3,0,1
74,1,117.73,12,29,4,2,0,0,3,1
19,1,126.0,10,13,4,4,0,0,0,1
46,2,106.2,11,3,4,3,0,0,3,1
111,0,137.7,7,24,4,1,2,0,3,0
69,1,102.1,5,30,4,3,1,0,3,1
38,0,135.9,8,15,4,0,1,0,0,0
277,2,82.17,10,18,4,5,1,3,0,1
1,0,0.0,8,26,1,1,0,0,0,1
36,1,117.3,3,2,4,3,0,0,3,1
103,3,130.5,7,9,4,1,2,0,0,1
29,0,104.77,2,3,4,3,0,0,3,1
28,0,67.0,7,14,2,1,0,0,0,1
10,1,90.0,8,18,4,5,0,0,0,1
8,1,83.39,10,25,4,1,0,3,0,1
28,1,144.8,5,20,4,2,1,0,3,1
7,0,89.0,4,11,4,0,1,3,0,1
32,1,144.0,10,28,4,2,0,0,3,0
140,1,112.5,8,12,4,2,0,3,0,1
72,0,60.0,2,13,3,2,2,0,0,1
1,2,205.5,12,30,4,4,0,0,5,1
39,2,109.49,6,17,4,2,0,0,3,1
63,1,141.3,6,19,4,1,2,0,3,1
74,1,91.5,6,26,4,1,2,3,0,1
4,1,157.0,8,23,4,2,0,0,0,1
40,1,102.15,3,23,4,4,0,3,0,0
128,1,65.83,6,30,4,2,0,3,0,1
5,2,221.38,10,1,4,2,2,0,6,1
82,0,73.9,4,3,4,3,2,0,0,1
126,0,73.12,7,11,4,2,1,3,0,0
104,2,129.6,9,2,4,2,1,0,0,1
13,1,75.0,8,7,4,1,0,0,0,1
57,0,77.85,6,27,4,2,1,3,0,0
106,0,108.3,7,11,4,2,1,0,0,0
19,1,98.0,10,26,2,1,0,0,0,1
33,0,98.1,6,9,4,1,0,3,0,0
25,1,168.38,11,6,4,4,2,0,0,0
52,1,75.0,11,14,3,3,1,0,0,1
2,0,181.0,5,19,3,1,0,0,4,1
0,0,79.0,1,6,2,2,0,0,0,1
3,0,120.0,10,1,4,1,0,0,0,1
40,0,126.9,5,21,4,3,2,0,0,0
7,0,101.0,4,3,4,1,2,0,0,0
228,0,93.3,10,30,4,1,2,0,0,0
86,1,102.1,5,11,4,5,2,0,3,1
31,1,80.3,2,4,4,3,0,0,0,1
5,1,143.5,6,20,4,3,1,0,3,0
118,2,107.25,12,11,4,2,1,0,0,1
44,0,65.4,3,7,3,0,1,0,0,0
37,0,67.5,11,12,3,1,0,0,0,1
4,1,119.0,8,24,4,1,0,3,0,1
29,0,60.0,1,2,3,1,2,0,0,1
167,1,80.75,7,6,4,4,0,3,0,1
67,1,57.83,3,5,4,1,1,0,0,1
52,1,127.37,11,9,4,3,0,3,0,0
1,1,100.0,11,22,4,3,0,3,3,1
113,0,105.3,7,12,4,5,2,0,0,0
100,0,132.18,5,2,4,3,1,0,0,0
4,0,90.6,9,30,3,1,0,1,0,1
30,1,170.63,9,18,2,3,2,0,4,0
25,1,79.9,12,13,4,4,0,0,0,1
0,1,0.0,12,10,1,1,0,0,5,1
70,2,165.63,7,14,4,3,1,0,6,1
6,0,137.0,9,3,4,3,2,0,0,0
106,1,95.0,5,29,3,0,1,0,0,1
147,0,130.0,9,13,3,1,0,0,0,0
109,0,62.7,2,21,4,2,2,0,0,1
7,2,151.0,8,4,4,3,0,0,0,1
135,0,78.65,10,30,3,1,2,0,3,1
81,0,135.15,5,15,4,3,2,0,0,0
23,3,129.0,9,28,4,2,0,3,0,1
75,0,157.6,4,14,4,3,0,0,5,0
5,0,69.1,2,8,4,3,1,3,0,1
1,2,78.0,12,14,4,3,0,3,0,1
152,1,76.58,5,7,4,2,2,0,0,1
49,1,112.2,4,10,4,2,2,0,3,1
83,1,84.58,4,5,4,4,0,0,0,1
92,1,69.5,2,9,4,2,0,0,0,1
11,0,109.0,2,14,4,0,1,3,0,1
10,0,103.0,5,16,4,0,1,0,0,1
11,0,157.67,12,29,3,3,0,0,4,1
117,0,146.7,7,14,4,3,0,0,3,0
6,0,65.0,5,31,2,1,0,0,0,1
138,0,94.5,8,22,4,1,2,1,0,0
3,2,65.0,11,20,2,3,2,0,0,1
113,2,137.21,5,16,4,5,2,0,3,1
40,0,107.1,4,1,4,2,1,3,0,0
4,2,145.0,10,25,4,4,0,0,0,1
0,0,65.0,11,23,2,1,0,0,0,1
40,3,88.0,12,16,4,2,1,3,0,1
175,0,126.9,9,18,4,0,2,0,0,0
1,0,90.0,3,8,4,1,0,3,0,1
87,0,78.3,3,20,4,1,2,0,0,0
0,0,88.0,12,5,4,0,1,3,0,1
53,4,122.0,10,31,4,3,1,0,3,1
125,0,90.0,12,2,4,1,0,0,0,1
20,2,114.0,11,15,4,2,0,0,3,1
32,0,198.9,4,30,4,1,2,0,5,0
155,0,103.5,7,18,4,1,1,3,0,0
44,0,90.0,11,2,3,4,0,0,0,1
248,0,70.55,12,27,4,5,0,3,0,0
150,1,85.5,6,27,4,0,1,3,0,0
85,0,94.5,7,13,4,4,0,3,0,0
255,0,87.0,6,14,3,1,0,1,0,1
110,3,143.1,6,3,4,1,0,0,0,1
46,1,96.16,3,13,4,5,3,0,3,0
117,1,90.4,12,20,4,7,2,0,0,1
50,2,127.8,10,4,4,2,0,0,0,1
13,1,64.0,12,6,3,0,2,0,0,1
1,0,96.3,8,26,4,2,2,0,0,1
53,0,72.0,11,25,3,2,2,0,0,1
107,0,90.95,5,7,3,3,2,0,3,1
36,1,123.97,9,4,4,1,2,0,3,0
7,1,99.0,7,20,4,1,0,3,0,1
0,4,0.0,9,8,1,1,0,0,4,1
66,1,80.55,2,9,4,3,0,0,1,1
62,2,93.6,11,22,4,3,0,0,0,1
7,2,170.33,10,9,4,2,1,0,3,1
90,0,74.95,3,6,4,3,2,0,0,1
117,1,116.05,7,8,4,3,2,0,0,1
11,0,95.0,4,17,4,0,1,0,0,1
58,1,85.0,8,24,3,4,0,0,0,1
17,0,95.0,9,26,2,1,1,0,0,1
0,0,155.0,9,3,4,1,0,0,5,1
177,1,93.38,7,20,4,5,2,0,0,1
29,0,94.5,9,15,4,2,0,0,0,1
58,2,198.0,10,21,4,2,1,0,5,1
13,1,101.0,4,8,4,1,0,0,0,1
32,0,124.25,9,12,4,4,1,0,1,0
196,1,99.45,8,1,4,5,2,0,3,1
5,0,96.0,9,1,4,3,0,3,0,1
28,2,100.7,3,9,4,4,0,0,3,1
1,1,119.0,10,28,3,1,0,0,4,1
2,0,81.0,1,20,4,2,0,3,0,1
4,3,120.0,9,14,4,0,1,0,0,1
112,1,65.83,4,8,4,2,0,3,0,1
16,0,70.41,11,23,4,1,0,3,0,1
134,0,116.1,6,18,4,1,0,3,0,1
28,0,109.0,5,19,2,2,0,0,0,1
202,2,128.85,9,6,4,4,0,0,0,0
8,1,149.0,9,7,4,2,0,3,0,1
3,0,65.0,10,5,2,2,1,0,0,1
7,0,67.0,5,23,2,2,1,0,0,1
36,1,118.8,4,23,4,2,2,0,3,1
7,3,103.18,10,3,4,2,1,3,0,1
127,0,91.29,4,15,4,3,2,0,3,1
72,0,76.5,7,22,4,5,2,0,0,0
12,1,95.0,9,14,2,2,0,3,0,1
220,0,104.55,12,21,4,4,1,0,3,1
0,0,149.0,9,1,4,1,0,3,0,1
8,1,111.35,5,25,4,1,0,0,0,1
56,1,93.6,12,9,4,2,1,0,0,1
187,2,122.8,7,18,4,2,1,0,3,0
217,1,168.3,8,27,4,1,1,0,5,0
4,0,72.25,10,19,3,3,1,0,3,1
118,1,110.0,6,6,3,3,1,0,0,1
57,1,94.5,10,22,4,1,0,0,0,1
49,0,99.0,3,23,4,2,0,0,0,0
111,1,121.5,7,16,4,1,0,0,0,1
137,1,88.77,7,2,4,1,1,0,1,1
97,2,159.3,8,20,4,1,2,0,3,1
38,0,107.1,7,1,4,3,2,3,0,1
176,0,96.3,8,27,4,1,1,0,0,0
17,0,95.0,10,30,3,1,0,0,0,1
60,1,156.6,12,23,4,1,0,0,5,1
257,2,65.29,10,4,4,3,2,0,0,1
110,0,58.0,3,20,3,1,2,0,0,1
267,0,80.75,10,25,3,2,0,0,0,1
23,0,95.0,10,15,0,1,2,0,0,0
40,0,96.3,10,24,4,1,0,0,0,1
0,0,139.0,10,16,4,0,2,3,0,1
1,0,90.0,3,11,2,1,0,0,0,1
24,2,128.0,9,10,3,2,2,0,0,1
31,2,84.15,11,11,4,2,2,0,0,1
63,1,99.79,4,24,4,3,2,0,0,1
70,0,95.2,4,23,4,2,2,0,0,0
80,1,93.6,11,12,4,1,1,0,0,0
52,1,137.7,7,12,4,2,0,0,3,1
9,1,147.3,8,6,3,1,0,0,3,1
8,2,112.0,8,28,4,0,1,0,0,1
23,1,0.0,12,8,4,0,0,0,3,1
163,1,118.8,7,22,4,2,0,0,3,0
120,0,152.1,9,26,4,1,1,0,0,0
2,0,81.0,1,26,4,1,0,3,0,1
3,0,147.0,4,1,4,2,0,0,3,0
3,0,79.0,3,14,2,1,1,0,0,1
24,1,100.0,2,24,4,4,0,0,0,0
17,2,89.89,12,3,4,2,2,0,0,1
33,1,57.92,9,26,3,3,2,0,0,1
12,0,6.0,10,2,4,1,2,0,0,1
100,0,150.3,8,24,4,4,0,0,3,0
40,0,94.5,6,21,4,3,0,0,0,1
27,0,87.0,3,6,3,2,2,0,0,1
269,0,80.0,12,29,3,3,2,0,0,1
5,2,190.0,12,8,4,2,0,0,5,1
200,1,72.25,8,9,4,3,0,0,0,0
22,0,67.0,10,13,2,1,0,0,0,1
8,1,181.0,4,11,4,0,1,0,5,1
54,1,100.2,10,3,4,1,2,0,0,1
20,4,196.67,11,11,4,4,2,0,5,1
97,0,108.0,10,17,4,5,2,3,0,0
9,0,75.0,11,18,2,2,0,0,0,1
44,0,93.6,5,31,4,2,0,3,0,0
2,2,108.5,6,12,4,0,2,3,0,1
9,1,69.5,1,13,4,12,4,3,0,1
156,1,128.7,8,28,4,2,2,0,3,0
70,0,173.35,4,8,3,2,2,0,4,1
149,0,105.3,8,20,4,2,2,0,0,0
33,1,110.0,11,11,4,2,0,3,0,1
9,0,95.0,11,14,4,2,1,3,0,0
2,1,72.38,4,20,4,3,0,3,0,1
81,1,114.3,7,4,4,4,1,0,0,1
17,1,76.29,12,2,4,2,2,3,0,1
1,0,0.0,8,20,1,2,0,0,0,1
0,1,97.0,2,24,4,1,0,0,0,1
0,0,70.03,4,19,4,3,0,0,3,1
282,1,88.83,10,29,4,2,2,0,0,0
4,1,65.0,2,15,2,1,1,0,0,1
17,1,88.0,3,9,4,2,0,3,0,1
55,2,131.4,3,22,4,3,0,0,3,1
217,1,95.63,7,18,4,1,1,0,1,0
16,2,163.17,11,6,4,1,2,0,0,1
2,1,102.0,2,12,3,2,2,0,0,1
58,0,118.8,4,22,4,2,1,0,3,0
8,1,110.0,10,30,4,0,2,3,0,1
5,2,114.0,9,9,4,2,0,0,0,1
26,0,105.0,9,8,4,1,0,0,0,1
1,0,103.5,3,28,4,3,1,0,0,1
174,0,94.5,7,31,4,0,2,3,0,0
13,0,147.9,11,13,4,4,2,0,5,0
155,1,76.58,5,16,4,3,1,0,0,1
29,1,129.73,8,15,4,2,1,3,0,0
73,1,88.29,12,20,4,5,2,1,0,1
2,1,109.61,12,29,4,2,0,0,0,1
35,1,69.5,2,6,4,1,1,0,1,1
22,2,88.4,12,19,4,3,1,0,0,1
9,0,69.0,3,2,3,1,0,0,0,1
155,1,119.71,8,1,4,9,3,0,0,0
11,0,76.29,12,2,4,2,2,3,0,1
18,0,110.4,9,18,4,2,2,0,0,0
129,1,80.75,6,27,4,4,1,3,0,0
57,1,85.85,3,28,4,3,1,0,0,1
17,2,138.0,12,30,4,2,0,0,0,1
220,0,106.0,10,3,2,2,1,0,4,0
2,0,74.8,2,6,4,1,0,0,0,1
26,0,124.7,5,11,4,4,2,3,0,0
31,0,71.1,2,20,4,1,2,3,0,0
10,0,103.0,3,19,4,1,1,0,0,1
113,1,92.94,7,5,4,5,1,0,3,1
38,1,120.7,12,21,4,4,1,0,0,1
47,1,96.3,6,21,4,1,0,0,0,1
69,0,82.0,1,29,3,2,1,0,5,1
27,1,97.92,10,13,4,4,0,0,0,1
111,1,101.58,5,2,4,3,1,0,0,1
39,0,67.5,2,13,4,1,0,3,0,1
2,1,108.0,2,26,4,1,0,0,3,1
76,0,80.3,2,18,4,3,0,0,0,1
4,0,160.0,9,25,4,0,2,3,0,1
3,1,175.56,10,6,4,3,0,0,5,1
31,0,92.4,10,25,4,0,2,0,0,1
144,1,76.48,8,4,4,3,2,0,0,1
250,0,96.3,10,20,4,3,0,0,0,0
149,1,80.75,6,25,3,1,2,0,0,1
12,2,77.78,11,22,4,4,0,3,0,1
44,3,133.44,10,18,4,5,0,0,3,1
34,1,129.0,10,26,4,4,0,0,0,0
5,1,125.33,12,10,4,1,2,0,3,1
6,0,65.0,12,8,2,2,0,0,0,1
91,0,110.0,9,30,3,2,1,0,0,1
2,1,133.47,10,7,4,2,1,0,0,1
138,0,63.36,2,28,4,1,2,3,0,0
18,0,77.88,2,1,4,5,1,0,1,0
114,1,106.74,4,30,4,5,2,0,3,0
0,1,97.0,3,17,4,1,0,3,0,1
51,1,90.9,3,15,4,3,0,0,0,1
42,0,114.3,3,12,4,1,1,0,3,1
15,0,116.75,9,10,4,3,1,0,0,0
166,0,117.18,6,16,4,5,2,0,3,0
37,1,146.7,7,2,4,2,2,0,0,1
13,0,156.0,5,6,4,2,0,0,3,1
4,0,119.0,3,21,4,1,1,0,0,0
168,0,130.05,8,1,4,4,1,0,3,0
10,1,0.0,1,17,4,0,0,3,0,1
69,2,135.9,8,16,4,3,0,0,0,1
79,0,70.0,1,10,3,2,2,0,0,1
21,1,80.3,1,29,4,2,0,0,0,1
1,1,121.33,9,3,4,3,0,3,3,1
207,0,183.0,12,30,3,2,1,1,0,1
10,0,148.5,3,26,4,2,2,0,3,0
159,1,108.5716372075382,10,2,4,2,1,0,0,0
90,0,170.41537889744276,7,14,4,3,0,0,3,0
190,0,21.74444920174621,8,25,4,3,1,0,0,0
10,0,110.34394465806243,3,5,4,3,0,0,1,0
100,0,101.30003681845172,10,26,3,4,0,0,0,0
54,0,79.11223055985323,9,9,3,1,0,1,0,0
166,0,96.5120631112084,8,26,4,1,1,0,0,0
20,0,130.6366672177007,4,28,4,3,2,0,3,0
69,0,146.2965921571478,6,30,4,0,1,0,3,0
207,1,106.18530503181465,8,4,4,1,0,0,2,0
92,0,98.15414228492486,4,26,3,0,1,0,0,0
140,0,130.75732171476523,7,11,4,5,1,0,1,0
177,0,122.47160930581774,8,2,4,3,1,0,0,0
154,0,118.75904720950106,9,15,4,2,2,0,0,0
130,0,159.3,6,5,4,2,0,0,1,0
39,0,126.99048117958787,5,7,4,1,0,0,0,0
108,0,76.09021298148578,7,18,4,6,3,0,0,0
7,0,101.0,3,23,4,0,0,0,0,0
121,0,91.0612298327443,5,27,4,2,0,0,2,0
45,0,67.1982754955452,2,12,4,2,1,3,0,0
119,0,143.1,9,20,4,4,0,0,3,0
129,0,132.3,10,13,4,1,1,0,3,0
6,0,106.03737947329638,2,4,4,2,0,0,2,0
28,0,122.43393695123102,9,18,4,0,2,2,0,0
174,1,114.08147206781166,4,24,4,1,1,0,0,0
0,0,90.86715224526259,7,20,3,2,1,0,0,0
142,0,91.37296421081612,9,26,4,1,0,0,0,0
98,2,90.0,11,18,4,1,0,0,0,0
35,0,89.55872017633385,6,21,4,0,0,3,0,0
145,0,88.92861855034313,10,4,4,2,0,0,0,0
19,0,149.80070403544175,10,6,4,1,1,0,0,0
104,0,72.97459909827701,4,17,4,2,1,0,0,0
136,0,144.17570635233056,8,20,4,3,0,0,3,0
23,0,67.19027922712844,2,25,2,1,0,0,0,0
165,0,215.99407594784896,8,23,4,2,2,1,5,0
100,0,107.11638316160749,7,3,4,5,2,3,0,0
97,0,128.8709260981138,6,4,4,3,0,0,0,0
97,0,119.27466472903173,7,7,4,2,2,0,0,0
100,0,125.56465936192286,8,11,4,1,1,2,0,0
100,0,99.9905900474064,8,27,3,4,0,0,0,0
278,0,77.72798816167236,8,4,4,3,1,0,0,0
243,0,107.12566598444764,7,21,4,5,2,0,0,0
47,0,76.5,3,16,4,1,0,0,0,0
28,1,104.79656126199441,8,29,4,2,0,0,0,0
26,1,119.02662262819375,9,16,4,3,2,2,0,0
215,0,67.26,11,30,4,4,0,0,1,0
382,1,81.61476619396873,11,23,3,1,1,0,0,0
133,1,72.69600942264505,12,26,4,3,1,0,0,0
80,1,104.32367013082487,9,15,4,2,0,1,1,0
77,0,78.32831383503053,5,7,4,5,2,0,0,0
169,0,91.04008894766156,9,24,4,3,0,0,0,0
39,0,159.81837309741383,4,25,4,2,0,0,3,0
207,0,111.35,9,28,4,4,1,0,0,0
35,0,81.9,3,8,4,5,2,0,0,0
12,0,89.0,4,17,4,0,1,3,0,0
280,1,89.30273182164416,10,28,4,2,2,0,0,0
99,0,129.91739666893295,8,2,4,3,1,0,0,0
23,0,159.96664425767756,7,1,4,2,0,0,3,0
117,0,145.42076850192177,7,16,4,3,0,0,3,0
147,0,121.85489827735552,7,13,4,5,2,0,0,0
8,1,155.44454626399903,7,12,4,2,0,0,0,0
89,0,149.66162975438894,8,17,4,0,0,0,3,0
68,1,75.95837670340006,3,1,4,2,1,2,0,0
181,0,71.32634463051897,11,17,4,2,0,3,0,0
24,0,152.88262639609542,11,25,4,0,2,0,3,0
104,0,100.54525926357896,8,16,3,1,0,0,0,0
221,0,86.03202027404697,8,11,4,2,0,1,0,0
56,0,48.15525755494779,7,18,3,1,0,0,0,0
74,0,69.52708029585627,3,16,4,3,1,0,0,0
63,0,159.3,6,10,4,1,0,0,3,0
111,0,131.14669349514557,11,26,4,3,0,0,3,0
29,0,70.12366898436014,11,21,4,3,0,0,0,0
160,1,108.79509714246915,9,2,4,3,2,0,0,0
189,1,90.69265112957486,6,7,4,4,0,0,2,0
158,1,134.8235464012888,9,30,4,2,1,0,3,0
81,1,149.83558344511644,8,8,4,3,1,0,3,0
248,0,74.08784347543777,12,26,4,5,1,0,0,0
138,0,116.43806228325818,6,10,4,3,0,0,0,0
158,0,91.02838782333528,6,30,4,2,1,0,0,0
90,0,135.9,8,2,4,1,0,0,0,0
90,1,133.6386611832377,8,20,4,3,1,0,0,0
54,0,187.16125693581515,4,28,4,4,1,0,5,0
50,0,97.05308614344123,4,11,4,3,0,1,0,0
5,0,129.03654220126384,2,12,3,9,3,0,1,0
261,0,106.23096000759632,11,14,3,3,0,0,0,0
80,0,162.261901194519,8,27,4,2,1,0,5,0
82,0,76.42266812273958,4,18,4,3,2,0,0,0
195,0,143.02782317910567,8,5,4,2,1,0,3,0
54,0,88.15141193673217,11,11,4,1,1,3,0,0
39,0,149.4,9,15,4,1,0,0,3,0
13,1,76.64030862690359,11,18,4,2,2,3,0,0
197,0,101.34791717037622,8,6,4,4,2,1,0,0
163,0,115.0,10,15,3,0,1,0,0,0
302,0,91.76437665094565,12,27,4,3,0,0,2,0
70,0,84.63717779711376,3,23,4,3,2,2,0,0
139,0,90.0,11,13,4,1,0,0,0,0
217,1,157.12892842058673,8,25,4,2,0,0,3,0
12,0,133.02523027862784,3,28,4,6,1,0,1,0
62,0,177.43191688475363,6,20,4,2,0,0,5,0
183,1,128.43163105779377,9,17,4,3,0,0,2,0
161,0,70.37822765053839,8,18,3,3,0,0,0,0
53,0,70.2834369137804,11,11,4,1,1,1,0,0
74,1,74.8,11,19,4,3,1,3,0,0
179,0,88.77,8,26,4,1,0,0,1,0
63,0,167.57662735256608,4,9,4,3,1,0,4,0
249,1,128.7,10,24,4,2,0,0,2,0
115,0,60.23166342261178,2,27,3,2,2,0,0,0
43,0,150.3,6,1,4,2,0,0,3,0
16,0,112.90771589491506,7,24,4,0,0,3,0,0
34,0,168.21810950347736,7,9,4,1,0,0,3,0
130,0,132.3,10,15,4,1,1,0,3,0
224,0,97.2274603468695,8,3,3,3,1,0,0,0
89,1,108.02179705541313,10,30,4,2,0,0,0,0
73,0,154.54989928899445,3,27,4,2,2,0,4,0
216,0,124.12714278208317,5,24,4,2,0,0,0,0
